zone_id,zone_name,centroid_lat,centroid_lon,lat_std,lon_std,total_violations,parking_related_violations,non_parking_violations,violation_density,hotspot_score,hotspot_band,top_police_station,top_junction,top_location,peak_hour_violations,morning_peak_violations,evening_peak_violations,weekend_violations,weekday_violations,night_violations,unique_violation_types,unique_vehicle_classes,unique_locations,unique_junctions,recency_weight_sum,dominant_hour,dominant_time_bucket,dominant_day_name,peak_share,violations_nov,violations_dec,violations_jan,violations_feb,violations_mar,violations_apr,month_over_month_trend,recurring_hotspot_flag
ZONE_316,Mahadevapura Flyover / Mahadevapura Zone,12.990937365883951,77.68767018491323,0.00022524479870419863,0.00021530617732619023,28,47,0,0.002631,19.34,Medium,Mahadevapura,No Junction,"Mahadevapura Flyover, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",24,24,0,25,3,1,4,3,4,1,3.732788160869263,6,morning_peak,Sunday,0.8571,0,25,1,0,2,0,-0.4286,1
ZONE_271,5th Main Road / R.T. Nagar Zone,13.02472117027027,77.59029875675675,0.00019796380682778696,0.0009919310458618624,37,37,1,0.001684,19.25,Medium,R.T. Nagar,No Junction,"5th Main Road, Pillappa Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",6,6,0,0,37,8,2,4,8,1,11.732163476892294,12,midday,Friday,0.1622,0,3,0,34,0,0,0.1158,0
ZONE_294,Dr Ambedkar Medical College Road / K.G. Halli Zone,13.020695370967742,77.61357114193548,0.0003490606959575892,0.0007471232677310938,31,31,0,0.000618,19.21,Medium,K.G. Halli,No Junction,"Dr Ambedkar Medical College Road, Sowkar Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",20,20,0,10,21,4,2,4,4,1,10.459922655248103,6,morning_peak,Thursday,0.6452,1,7,3,0,20,0,0.1714,1
ZONE_296,5th Main Road / Sheshadripuram Zone,12.98378609032258,77.56807416774194,0.0010932595758722616,0.00012243047656468534,31,34,2,0.001477,19.11,Medium,Sheshadripuram,No Junction,"5th Main Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",9,9,0,6,25,20,4,5,10,1,8.981188790119061,3,night,Thursday,0.2903,10,3,2,5,10,1,-0.1161,1
ZONE_249,Shankara Nagar Main Road / Rajajinagar Zone,13.015500715217392,77.54408123043478,0.0008476216810627741,0.00040196325805946326,46,46,1,0.000743,19.09,Medium,Rajajinagar,No Junction,"Shankara Nagar Main Road, Railway House BDG Society, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",2,2,0,13,33,31,3,5,9,1,10.832516566103244,3,night,Wednesday,0.0435,16,4,7,7,11,1,-0.2012,1
ZONE_297,Yemalur Road / HAL Old Airport Zone,12.950108154838707,77.6897336967742,0.0004547643527798577,0.00036346231944423696,31,35,0,0.001104,18.98,Medium,HAL Old Airport,No Junction,"Yemalur Road, Divyasree Technopolis, 77 Town Centre, Yemlur, Bengaluru, Karnataka. Pin-560037 (India)",19,19,0,4,27,9,3,5,3,1,9.284995574251806,6,morning_peak,Wednesday,0.6129,1,2,5,23,0,0,0.0387,1
ZONE_242,Jalahalli Main Road / Jalahalli Zone,13.045641093750001,77.54857411875001,0.0002561725170091471,0.00042623507930766803,48,130,2,0.002437,18.85,Medium,Jalahalli,No Junction,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0,0,0,6,42,1,2,2,8,1,4.0176308841250385,11,midday,Monday,0.0,20,16,6,6,0,0,-0.5286,1
ZONE_279,Mumbai Bengaluru Highway / No Police Station Zone,13.057325299999999,77.47279450285714,0.00020373179312351182,0.0007324229096104017,35,39,0,0.001402,18.73,Medium,No Police Station,No Junction,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",5,5,0,22,13,12,4,4,5,1,19.01631627653517,12,midday,Sunday,0.1429,2,9,1,3,10,10,0.2204,1
ZONE_325,Sri Mahasharana Madivala Machideva Flyover / Madiwala Traffic PS Zone,12.917586507407407,77.6227787111111,0.0002969407787704771,0.000803747416472686,27,28,0,0.000609,18.67,Medium,Madiwala,BTP137 - Madiwala Traffic PS Junction,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",14,14,0,10,17,9,3,4,10,2,7.15408827063817,7,midday,Saturday,0.5185,8,0,1,14,4,0,-0.0952,1
ZONE_299,Wind Tunnel Road / Jeevanbheemanagar Zone,12.956668863579223,77.65363914227972,0.0009539903580718749,0.00025640155986934686,30,42,9,0.000846,18.67,Medium,Jeevanbheemanagar,No Junction,"Wind Tunnel Road, Rifco Santhosh Apartment, Cauvery Nagar, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",11,11,0,17,13,10,3,3,4,1,8.909978341259205,11,midday,Sunday,0.3667,1,3,8,5,13,0,0.1257,1
ZONE_293,80 Feet Road / Hennuru Zone,13.068121800000004,77.62942264193548,8.830162323924562e-05,0.00032077002330222805,31,50,2,0.004131,18.65,Medium,Hennuru,No Junction,"80 Feet Road, Shirdi Sai Rathan Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",12,12,0,14,17,17,4,4,6,1,1.9331590636851146,4,night,Sunday,0.3871,7,23,1,0,0,0,-0.5806,1
ZONE_290,"40th Cross Road / 40th Cross, 4th Main, Jayanagar Zone",12.919940168750001,77.58076881562499,3.814445748824618e-05,0.00022466495500296732,32,34,2,0.01344,18.61,Medium,Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar","40th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",12,12,0,2,30,19,3,3,3,1,14.28343905626611,3,night,Friday,0.375,0,0,7,11,14,0,0.2464,1
ZONE_315,15th Main Road / Rajajinagar Zone,13.01315057142857,77.53469619642858,0.0003054654940290476,0.0004139863376554152,28,34,1,0.000989,18.59,Medium,Rajajinagar,No Junction,"15th Main Road, Syndicate Bank Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",7,7,0,13,15,0,2,3,7,1,19.771592152624965,11,midday,Saturday,0.25,1,0,0,0,17,10,0.5878,1
ZONE_309,"Dr Rajkumar Puniya Bhoomi Road / 15th Cross, 33rd Main, JP Nagar Zone",12.9063283,77.58138778214285,0.00019710708313549338,0.0008571730423223416,28,28,1,0.000982,18.59,Medium,J.P. Nagar,"BTP200 - 15th Cross, 33rd Main, JP Nagar","Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",16,16,0,9,19,6,2,6,6,1,9.351980339582402,7,morning_peak,Sunday,0.5714,4,4,2,9,8,1,0.0245,1
ZONE_286,Kaggadaspura Main Road / Banaswadi Zone,12.98352598125,77.679850021875,0.00019555767309933035,0.0002284070090089047,32,64,18,0.002118,18.59,Medium,Banaswadi,No Junction,"Kaggadaspura Main Road, Jagadaapura, Kaggadasapura, Bengaluru, Karnataka. Pin-560093 (India)",4,4,0,2,30,22,5,4,5,1,8.583213662914975,3,night,Friday,0.125,1,2,18,8,1,2,-0.0429,1
ZONE_268,Nandanavana G Street / Halasur Zone,12.971572226315788,77.62999675263157,0.00038032711715757977,0.0002739878777501659,38,119,0,0.002157,18.58,Medium,Halasur,No Junction,"Nandanavana G Street, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0,0,0,0,38,0,2,3,3,1,35.716633789772104,12,midday,Monday,0.0,1,1,0,0,0,36,0.7759,1
ZONE_289,Anjanapura Main Road / Thalagattapura Zone,12.883303375,77.54888608124999,0.00026889744777398346,0.00016632951639559336,32,34,0,0.00431,18.53,Medium,Thalagattapura,No Junction,"Anjanapura Main Road, Nadaprabhu Kempegowda Circle, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)",19,19,0,15,17,6,2,3,2,1,8.836823330294571,10,midday,Sunday,0.5938,12,6,1,1,9,3,-0.1929,1
ZONE_251,10th Cross Road / Jayanagara Zone,12.931521104347825,77.59255009565219,0.00010432166272637074,7.089594865800827e-05,46,46,1,0.017773,18.5,Medium,Jayanagara,No Junction,"10th Cross Road, LIC Colony Junction, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",8,8,0,2,44,20,2,4,3,1,2.4903108087646824,13,midday,Wednesday,0.1739,25,18,3,0,0,0,-0.6783,1
ZONE_274,Yelahanka Road / Yelahanka Zone,13.097972408333332,77.56755236666666,0.00016579330397487282,0.0012840780592648792,36,36,0,0.000817,18.5,Medium,Yelahanka,No Junction,"Yelahanka Road, Sai Ram Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",5,5,0,9,27,25,2,5,10,1,6.190029173715747,4,night,Friday,0.1389,15,5,10,0,5,1,-0.381,1
ZONE_264,Whitefield Main Road / Mahadevapura Zone,13.0150854,77.76148101,0.001157309094408426,0.00046064935927968363,40,40,0,0.000467,18.48,Medium,Mahadevapura,No Junction,"Chikka Banahalli Road, Alpine Viva, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",2,2,0,12,28,31,2,3,10,1,12.308138398185388,3,night,Tuesday,0.05,2,18,2,0,18,0,-0.0514,1
ZONE_343,Whitefield Main Road / Whitefield Zone,12.97638314090909,77.75118025000002,0.0009914816131422885,0.0001701709749474404,22,44,0,0.001031,18.17,Medium,Whitefield,No Junction,"Whitefield Main Road, Prestige White Meadows, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",19,19,0,4,18,1,2,2,8,1,1.642498375197309,8,morning_peak,Tuesday,0.8636,9,11,1,1,0,0,-0.6078,1
ZONE_338,2nd Main Road / Bellandur Zone,12.926411260869562,77.66977228260869,0.0007241432428231777,8.023129434879338e-05,23,23,0,0.00266,18.16,Medium,Bellandur,No Junction,"2nd Main Road, Sobha Mayflower Apartment, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",23,23,0,5,18,0,2,2,5,1,13.847996963409482,10,midday,Tuesday,1.0,0,0,5,0,18,0,0.3652,0
ZONE_228,Andhrahalli Main Road / Kamakshipalya Zone,12.99946658518518,77.48873818333334,0.0002101311849075498,0.00014747904967957017,54,55,2,0.009072,18.11,Medium,Kamakshipalya,No Junction,"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",1,1,0,17,37,6,3,4,3,1,12.544289764908418,11,midday,Friday,0.0185,29,0,5,0,20,0,-0.2857,1
ZONE_344,1st A Cross Road / Electronic City Zone,12.823096345454546,77.68557305454546,0.00027056818650718524,0.0002520592668910292,22,39,0,0.001302,18.04,Medium,Electronic City,No Junction,"1st A Cross Road, Vidyanagar, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",19,19,0,5,17,0,3,4,5,1,4.741914829244476,7,morning_peak,Friday,0.8636,0,10,5,5,2,0,-0.187,1
ZONE_265,Mumbai Bengaluru Highway / No Police Station Zone,13.060786964102565,77.46124334102562,0.00019884239260904498,0.00029230047060246233,39,43,1,0.003847,17.85,Medium,No Police Station,No Junction,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",4,4,0,17,22,24,2,5,3,1,10.663780850286312,5,night,Sunday,0.1026,1,18,11,0,0,9,-0.1099,1
ZONE_365,2nd Main Road / Sirsi Circle Zone,12.959209854999997,77.55846067999998,0.00019939913021798478,0.0005751778449002743,20,39,1,0.001139,17.83,Medium,Chamarajpet,BTP091 - Sirsi Circle,"2nd Main Road, Vijaynagar Layout, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",15,15,0,6,14,5,3,4,5,2,8.870921678065107,8,morning_peak,Friday,0.75,0,0,1,1,18,0,0.4629,1
ZONE_280,Kasturba Road / Siddalingaiah Circle Zone,12.974588505882352,77.59667620294117,0.00030806205587098254,0.0003803402842331844,34,36,0,0.001337,17.81,Medium,Cubbon Park,BTP063 - Siddalingaiah Circle,"Kasturba Road, Casa Lavelle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",7,7,0,3,31,25,3,5,7,1,3.321247898749688,3,night,Thursday,0.2059,16,15,0,2,0,1,-0.595,1
ZONE_324,5th Main Road / Sheshadripuram Zone,12.987322000000002,77.56789349259259,0.00036283632885713245,6.483613027713848e-05,27,28,2,0.00581,17.73,Medium,Sheshadripuram,No Junction,"5th Main Road, Sunrise Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",17,17,0,10,17,4,3,3,4,1,6.630865198728153,8,midday,Sunday,0.6296,5,1,3,17,1,0,-0.0698,1
ZONE_312,Bannerghatta Main Road / Mico Bande Zone,12.944594010714287,77.60280221785715,0.0006386896703924363,0.00021004736688604652,28,31,0,0.000638,17.71,Medium,Adugodi,BTP134 - Mico Bande,"Bannerghatta Main Road, Mythreyi Naimisha, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",12,12,0,12,16,7,2,5,7,1,3.635362971998507,5,midday,Saturday,0.4286,10,10,2,4,2,0,-0.4408,1
ZONE_278,Vidyaranyapura Main Road / Yelahanka Zone,13.079309397142856,77.55909916000002,0.001502592536151262,0.0004158718249941984,35,35,0,0.000476,17.63,Medium,Yelahanka,No Junction,"Vidyaranyapura Main Road, Block 4, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",7,7,0,20,15,20,2,2,6,1,3.266405170683116,3,night,Saturday,0.2,1,31,1,2,0,0,-0.4751,1
ZONE_311,Yelahanka Road / Yelahanka Zone,13.098524557142857,77.57362168214286,0.00010365344120198287,0.0003967245093708591,28,28,0,0.003704,17.58,Medium,Yelahanka,No Junction,"Yelahanka Road, Mandalkunte Village, Bengaluru, Karnataka. Pin-560064 (India)",18,18,0,9,19,3,2,4,4,1,4.2575690878204435,8,midday,Monday,0.6429,3,13,8,0,4,0,-0.3061,1
ZONE_320,"13th Cross Road / KR Road Junction, Near JSS Zone",12.923588299999999,77.57524137407407,0.00013755534270853024,0.00090724030384454,27,32,0,0.001153,17.54,Medium,Banashankari,"BTP114 - KR Road Junction, Near JSS","13th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",8,8,0,3,24,11,3,3,10,1,4.042771942242825,2,night,Wednesday,0.2963,16,2,2,6,0,1,-0.4889,1
ZONE_305,Hosur Road / Anepalya Zone,12.949512641379311,77.60581953103448,0.0005494753449022532,0.00024691216353564044,29,31,0,0.00102,17.41,Medium,Adugodi,BTP132 - Anepalya Junction,"Hosur Road, Pothlappa Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",7,7,0,10,19,21,3,5,6,1,8.096327147058725,1,night,Wednesday,0.2414,7,0,9,4,8,1,-0.065,1
ZONE_282,Sri Kumaraswamy Temple Road / Banashankari Zone,12.942307411764704,77.54839280588236,0.0001305508858522439,0.0001077819092625338,34,56,4,0.00747,17.21,Medium,Banashankari,No Junction,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",2,2,0,6,28,2,4,5,5,1,6.312701851891696,13,midday,Monday,0.0588,1,26,1,0,3,3,-0.3025,1
ZONE_298,Kempegowda International Airport Road / Devanahalli Airport Zone,13.198704626666665,77.67968047,0.0010814568634669609,0.0004422345189585024,30,30,0,0.000303,17.12,Medium,Devanahalli Airport,No Junction,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",8,8,0,4,26,11,2,2,4,1,7.774120456022259,11,midday,Wednesday,0.2667,1,5,12,7,5,0,-0.0571,1
ZONE_336,Jogupalaya Main Road / Halasur Zone,12.972194591304351,77.63134075652174,0.0001362743419889309,0.0003118885579305333,23,66,1,0.003615,17.09,Medium,Halasur,No Junction,"Jogupalaya Main Road, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",3,3,0,1,22,0,4,3,3,1,17.12792121940964,11,midday,Monday,0.1304,0,6,0,0,0,17,0.4994,0
ZONE_359,Hesaraghatta Main Road / Chikkabanavara Zone,13.059908504281784,77.50678627804226,0.0002351254596240519,0.00027459596752688227,21,28,3,0.001269,17.03,Medium,Chikkabanavara,No Junction,"Hesaraghatta Main Road, Janapriya Heights Apartment, Mallasandra, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",13,13,0,3,18,2,3,4,7,1,6.33780327246536,10,midday,Monday,0.619,3,5,4,5,0,4,-0.0735,1
ZONE_303,Watch Factory Road / Jalahalli Zone,13.037399520689654,77.53538948620691,0.00040241482273490047,0.00015137287387772982,29,30,0,0.002094,16.98,Medium,Jalahalli,No Junction,"Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",19,19,0,6,23,10,2,5,2,1,3.295797998587167,9,morning_peak,Wednesday,0.6552,3,12,14,0,0,0,-0.3842,1
ZONE_319,Rajgopal Nagar Main Road / Peenya Zone,13.025385439506174,77.52031411604938,0.0005068954044263635,0.0004589000502308295,27,29,4,0.00093,16.97,Medium,Peenya,No Junction,"Rajgopal Nagar Main Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",6,6,0,22,5,18,3,5,5,1,13.379869161982212,2,night,Saturday,0.2222,0,0,3,14,4,6,0.3365,1
ZONE_314,"Patalamma Gudi Road / 9th Cross, 4th Main, Jayanagar Zone",12.938768524999999,77.57837833214285,6.39985452668421e-05,9.574176709016736e-05,28,28,0,0.020581,16.97,Medium,Basavanagudi,"BTP186 - 9th Cross, 4th Main, Jayanagar","Patalamma Gudi Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",10,10,0,3,25,18,2,3,4,1,6.9312661306709575,5,night,Tuesday,0.3571,5,0,15,0,8,0,-0.098,1
ZONE_301,Gear School Road / Bellandur Zone,12.915535541379311,77.69870208965519,0.0003461015927617892,0.0001800098416855466,29,30,4,0.001798,16.92,Medium,Bellandur,No Junction,"Gear School Road, AET Junction, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",10,10,0,17,12,7,2,4,4,1,4.654268079760649,12,midday,Saturday,0.3448,0,24,0,3,0,2,-0.3488,1
ZONE_310,"1st Cross Road / Blood Bank Circle, KH Road Zone",12.962008110714285,77.59394314285716,0.0004016538922258351,0.0004472256257380657,28,31,1,0.000737,16.89,Medium,Halasuru Gate,"BTP101 - Blood Bank Circle, KH Road","1st Cross Road, Srinivasa Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",4,4,0,4,24,23,3,5,11,1,5.604827789251556,3,night,Tuesday,0.1429,11,2,7,3,5,0,-0.3061,1
ZONE_323,Neelasandra Road / Ashok Nagar Zone,12.952626044444447,77.61969437407407,0.0002415078471942688,0.0004653753626359414,27,30,0,0.001017,16.86,Medium,Ashok Nagar,No Junction,"Neelasandra Road, Samastha Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",15,15,0,2,25,9,2,3,4,1,2.4718043987465084,6,morning_peak,Friday,0.5556,3,22,1,1,0,0,-0.5143,1
ZONE_334,Hosur Road / Dairy Circle Zone,12.938023095833335,77.59869678333332,0.00032380261228252106,0.00034869140170460576,24,24,0,0.001226,16.85,Medium,Wilson Garden,BTP126 - Dairy Circle,"Hosur Road, Hombegowda Nagar, Bengaluru, Karnataka. Pin-560029 (India)",9,9,0,3,21,15,2,6,5,1,15.103963001787664,3,night,Wednesday,0.375,0,2,3,1,9,9,0.4571,1
ZONE_327,4th A Cross Road / Jnanabharathi Zone,12.97441772692308,77.51321745000001,0.0007048384532969484,0.0004521894817440691,26,28,0,0.000612,16.7,Medium,Jnanabharathi,No Junction,"4th A Cross Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",8,8,0,18,8,8,3,3,7,1,4.713754304132694,3,midday,Saturday,0.3077,7,5,5,6,3,0,-0.2637,1
ZONE_370,4th Main Road / Jeevanbheemanagar Zone,12.971728015726143,77.64957470566615,0.00046691492365100103,9.976287160717478e-05,19,33,0,0.004579,16.61,Medium,Jeevanbheemanagar,No Junction,"4th Main Road, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",14,14,0,3,16,3,2,4,5,1,5.205387798012386,7,morning_peak,Wednesday,0.7368,0,2,0,13,4,0,0.1714,1
ZONE_222,Rose Garden Road / Delmia Circle Zone,12.901474275,77.59380956964286,0.0002813020616864154,0.0002551388961604044,56,57,1,0.005665,16.6,Medium,J.P. Nagar,BTP222 - Delmia Circle,"Rose Garden Road, Kalyani Vista Phase 2, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",0,0,0,17,39,56,2,4,2,2,12.774262800944175,3,night,Wednesday,0.0,7,11,18,13,4,3,-0.1408,1
ZONE_333,5th A Cross Road / Banaswadi Zone,13.023895173614662,77.64344290969946,0.00046061646757440564,0.0003111272076562997,24,27,2,0.000679,16.46,Medium,Banaswadi,No Junction,"5th A Cross Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",13,13,0,9,15,5,2,3,5,1,3.500783001804778,9,midday,Wednesday,0.5417,5,7,9,0,3,0,-0.3286,1
ZONE_276,Ejipura Main Road / Ashok Nagar Zone,12.948439345714288,77.62764461428573,0.0008545765584892903,0.0006193528748733117,35,39,2,0.000405,16.44,Medium,Ashok Nagar,No Junction,"Ejipura Main Road, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",4,4,0,0,35,30,2,3,5,1,2.098154351975687,4,night,Monday,0.1143,6,29,0,0,0,0,-0.5731,0
ZONE_307,Airport City Avenue / Devanahalli Airport Zone,13.196400272413792,77.70562986206896,0.00047495624301971645,0.0008224437481484106,29,29,1,0.000461,16.37,Medium,Devanahalli Airport,No Junction,"Airport City Avenue, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",6,6,0,1,28,8,2,1,3,1,10.453168868967051,11,midday,Tuesday,0.2069,1,0,9,2,17,0,0.2305,1
ZONE_300,Hewlett Packard Avenue / Electronic City Zone,12.854322680000001,77.66211304999999,5.562014271688588e-05,5.763788714280804e-05,30,30,1,0.054652,16.26,Medium,Electronic City,No Junction,"Hewlett Packard Avenue, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",17,17,0,12,18,0,1,2,1,1,3.222771300891653,10,midday,Saturday,0.5667,0,19,11,0,0,0,-0.3886,0
ZONE_335,Hosur Road / Electronic City Zone,12.827370608333334,77.68220315416666,0.0009112151695099122,0.00024232860008035112,24,65,1,0.001051,16.25,Medium,Electronic City,No Junction,"Hosur Road, Hebbagodi, Bengaluru, Karnataka. Pin-560099 (India)",2,2,0,3,21,20,4,4,6,1,4.361485116917924,3,night,Thursday,0.0833,0,16,3,2,3,0,-0.2857,1
ZONE_313,Bengaluru Bellary Road / Chikkajala Zone,13.140325534999999,77.61773452392856,0.0008497802026819596,6.477615126778284e-05,28,33,1,0.002973,16.23,Medium,Chikkajala,No Junction,"Bengaluru Bellary Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",5,5,0,10,18,16,4,4,4,1,6.828970320378723,0,night,Saturday,0.1786,0,7,5,14,0,2,-0.0122,1
ZONE_340,Konanakunte Main Road / Thalagattapura Zone,12.866457773913044,77.53491058695653,0.00035291853195573085,0.0004895958688764622,23,30,0,0.000681,16.22,Low,Thalagattapura,No Junction,"Konanakunte Main Road, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",5,5,0,9,14,10,5,4,8,1,7.202724455175978,11,night,Sunday,0.2174,4,2,10,0,2,5,-0.0373,1
ZONE_306,Bengaluru Bellary Road / Chikkajala Zone,13.161279831034484,77.62652933448274,0.0002219137800773039,0.000264058101392705,29,39,0,0.00274,16.2,Low,Chikkajala,No Junction,"Bengaluru Bellary Road, Vidyanagar Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",6,6,0,1,28,14,3,3,2,1,6.129442743677032,2,midday,Wednesday,0.2069,9,0,6,13,1,0,-0.2069,1
ZONE_360,Sha Shi Marulayya Road / Attiguppe Circle Zone,12.961627547619049,77.53372883809524,0.0003643405571975155,0.00025675446729550274,21,21,0,0.001347,16.17,Low,Vijayanagara,BTP017 - Attiguppe Circle,"Sha Shi Marulayya Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",12,12,0,6,15,0,2,3,4,1,13.95322843576046,6,midday,Tuesday,0.5714,2,0,1,0,18,0,0.351,1
ZONE_357,Suranjan Das Road / Jeevanbheemanagar Zone,12.986590257070453,77.64806567218797,0.00036861407671445404,0.00021145453542092602,21,36,10,0.00122,16.1,Low,Jeevanbheemanagar,No Junction,"Suranjan Das Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",8,8,0,5,16,4,5,6,4,1,6.2255078659973755,13,midday,Wednesday,0.381,4,3,4,4,6,0,-0.0898,1
ZONE_329,Dr Rajkumar Puniya Bhoomi Road / Rajajinagar Zone,13.011719880000001,77.52891106,0.0004955617174816986,0.00032603727419739455,25,37,0,0.000779,16.0,Low,Rajajinagar,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Kempamma Layout, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",3,3,0,7,18,13,3,4,9,1,4.3079340534372985,4,night,Tuesday,0.12,11,5,2,4,3,0,-0.4046,1
ZONE_330,Haralur Road / Bellandur Zone,12.913819388,77.66657518400001,0.00025232707662870663,0.0001615664509299483,25,25,0,0.002206,15.94,Low,Bellandur,No Junction,"Haralur Road, Alaya Villament, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",13,13,0,8,17,12,2,3,2,1,6.936585054644486,7,morning_peak,Saturday,0.52,1,3,9,6,6,0,0.0069,1
ZONE_326,1st Cross Road / Adugodi Zone,12.933692319230769,77.61969661153846,0.00010307648817938644,0.00099158092693547,26,26,0,0.00122,15.91,Low,Adugodi,No Junction,"1st Cross Road, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",7,6,1,6,20,11,2,3,4,1,7.024192722885596,1,midday,Tuesday,0.2692,3,16,0,0,4,3,-0.2374,1
ZONE_345,1st Main Road / Kodigehalli Zone,13.04366111818182,77.57057345000001,0.0009679270203876777,0.0003209342949364194,22,23,0,0.000533,15.89,Low,Kodigehalli,No Junction,"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",5,5,0,1,21,13,2,3,8,1,12.450106193216465,3,night,Tuesday,0.2273,0,0,1,3,18,0,0.4364,1
ZONE_322,Ittamadu Road / Banashankari Zone,12.919249851931097,77.54212892901704,0.00018799049126534264,0.00018038177140816043,27,45,0,0.002792,15.85,Low,Banashankari,No Junction,"Ittamadu Road, Thimmaraya Gowda Layout, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",1,1,0,9,18,3,3,5,7,1,9.51602022835553,12,midday,Thursday,0.037,1,7,4,1,11,3,0.1206,1
ZONE_341,Kengeri Main Road / Jnanabharathi Zone,12.944951445454542,77.49529675000002,0.0006554523626780789,0.0004112604339408209,22,31,2,0.000593,15.65,Low,Jnanabharathi,No Junction,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",6,6,0,9,13,10,4,4,7,1,3.571953225696248,4,night,Thursday,0.2727,1,7,11,3,0,0,-0.2649,1
