zone_id,zone_name,top_police_station,top_junction,top_location,predicted_next_day_violations,predicted_risk_score,predicted_risk_band,recommended_action,manpower_estimate,time_window_to_watch
ZONE_148,Sri Sri Sri Tiruchi Mahaswamiji Road / Kengeri Zone,Kengeri,No Junction,"Sri Sri Sri Tiruchi Mahaswamiji Road, Ideal Home Township, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",1.01,72.4,High,Deploy 2 Officers + Active Patrol Monitoring,2,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_171,Hosur Road / Electronic City Zone,Electronic City,No Junction,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",1.01,72.4,High,Deploy 2 Officers + Active Patrol Monitoring,2,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_189,Whitefield Main Road / Whitefield Zone,Whitefield,No Junction,"Whitefield Main Road, Hope Farm Circle, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",1.01,72.4,High,Deploy 2 Officers + Active Patrol Monitoring,2,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_500,3rd Cross Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"3rd Cross Road, Geethanjali Layout, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",1.0,68.5,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_166,MS Ramaiah North City Road / Hennuru Zone,Hennuru,No Junction,"Thanisandra Main Road, Tuba Layout, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",0.97,68.3,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_339,Tilak Nagar Main Road / Jayanagara Zone,Jayanagara,No Junction,"Tilak Nagar Main Road, Corporation Layout, Tilak Nagar, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",0.96,68.0,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_246,Hennur Main Road / Hennuru Zone,Hennuru,No Junction,"Hennur Main Road, Arge Helios, Sangam Enclave, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",0.96,68.0,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_434,1st Cross Road / Malleshwaram Zone,Malleshwaram,No Junction,"1st Cross Road, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",0.91,67.7,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_199,Rajgopal Nagar Main Road / Peenya Zone,Peenya,No Junction,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.89,67.5,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_224,80 Feet Main Road / Basavanagudi Zone,Basavanagudi,No Junction,"80 Feet Main Road, Sri Srinivasa Nagar Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",0.86,67.3,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_454,Dr Rajkumar Puniya Bhoomi Road / Banashankari Zone,Banashankari,No Junction,"Dr Rajkumar Puniya Bhoomi Road, ACS Meghana Shalini, Kadarenahalli, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",0.85,67.1,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_248,80 Feet Road / Hennuru Zone,Hennuru,No Junction,"80 Feet Road, Corona Apartments, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",0.85,67.1,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_477,Mumbai Bengaluru Highway / No Police Station Zone,No Police Station,No Junction,"Mumbai Bengaluru Highway, Anchepalya Village, Bengaluru, Karnataka. Pin-560073 (India)",0.84,66.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_304,"Shantaveri Gopalagowda Road / Toll Gate, Mysore Road Zone",Magadi Road,"BTP093 - Toll Gate, Mysore Road","Shantaveri Gopalagowda Road, Old Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",0.84,66.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_508,Thanisandra Main Road / Hennuru Zone,Hennuru,No Junction,"Thanisandra Main Road, Thanisandra Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",0.84,66.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_302,"31st Main Road / 29th Main Road, BTM Layout Zone",Mico Layout,"BTP164 - 29th Main Road, BTM Layout","31st Main Road, Someshwara Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",0.83,66.2,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_279,Mumbai Bengaluru Highway / No Police Station Zone,No Police Station,No Junction,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",0.82,66.0,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_177,Madiwala Market Street / Madiwala Traffic PS Zone,Madiwala,BTP137 - Madiwala Traffic PS Junction,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",0.82,66.0,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_176,Konanakunte Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Konanakunte Main Road, Paramount Gardens, Jyotipuram, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0.77,65.7,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_315,15th Main Road / Rajajinagar Zone,Rajajinagar,No Junction,"15th Main Road, Syndicate Bank Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",0.75,65.4,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_187,Hosur Road / Adugodi Zone,Adugodi,BTP133 - Adugodi Junction,"Hosur Road, ML Colony, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",0.75,65.4,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_221,Magadi Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_211,"16th Main Road, BTM Layout / Mico Layout Zone",Mico Layout,"BTP163 - 16th Main Road, BTM Layout","16th Main Road, 18th Main Road Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_146,"5th Main Road / 36th Cross, 4th Main, Jayanagar Zone",Jayanagara,"BTP190 - 36th Cross, 4th Main, Jayanagar","5th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_338,2nd Main Road / Bellandur Zone,Bellandur,No Junction,"2nd Main Road, Sobha Mayflower Apartment, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_360,Sha Shi Marulayya Road / Attiguppe Circle Zone,Vijayanagara,BTP017 - Attiguppe Circle,"Sha Shi Marulayya Road, Attiguppe Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_163,Mumbai Bengaluru Highway / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_173,6th Main Road / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"6th Main Road, Prestige MSR, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)",0.74,64.6,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_275,Sarjapura Main Road / Whitefield Zone,Whitefield,No Junction,"Sarjapura Main Road, East Park Residences, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",0.73,63.7,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_334,Hosur Road / Dairy Circle Zone,Wilson Garden,BTP126 - Dairy Circle,"Hosur Road, Hombegowda Nagar, Bengaluru, Karnataka. Pin-560029 (India)",0.73,63.7,Medium,Deploy 1 Officer / Mobile Patrol (Warning & Monitoring),1,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_491,HAL Airport Road / Whitefield Zone,Whitefield,No Junction,"HAL Airport Road, DNR Atmosphere, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_498,20th Cross Road / HSR Layout Zone,HSR Layout,No Junction,"20th Cross Road, Parangipalya, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_499,Cottonpete Main Road / Royan Circle Zone,Chamarajpet,BTP213 - Royan Circle,"Cottonpete Main Road, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_501,80 Feet Road / Byatarayanapura Zone,Byatarayanapura,No Junction,"80 Feet Road, Nisarga Layout, Chandra Layout, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_502,Pipeline Road / Vijayanagara Zone,Vijayanagara,No Junction,"Pipeline Road, Kurubarahalli Circle, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_503,Clark Road / Pulikeshinagar(F.Town) Zone,Pulikeshinagar(F.Town),No Junction,"Clark Road, SBI Senior Officers Flats, Richards Town, Bengaluru, Karnataka. Pin-560005 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_504,Nagarabhavi Main Road / 5th Main Chamrajpet Zone,Vijayanagara,BTP214 - 5th Main Chamrajpet Junction,"Nagarabhavi Main Road, Gangadhara Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_505,Dr Rajkumar Puniya Bhoomi Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Dr Rajkumar Puniya Bhoomi Road, Sannaki Bayalu, Vrushabhavathi Nagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_506,Kamaraj Road / Pulikeshinagar(F.Town) Zone,Pulikeshinagar(F.Town),No Junction,"Kamaraj Road, Dharmalingam Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_513,17th Main Road / Rajajinagar Zone,Rajajinagar,No Junction,"17th Main Road, RIECHS Layout, Kurubarahalli, Bengaluru, Karnataka. Pin-560086 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_539,1st Cross Road / Commando Hospital Zone,Halasur,BTP144 - Commando Hospital Junction,"1st Cross Road, Adarsh Crystal, Keshwaraj Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_515,RV Road / Minerva Circle Zone,V.V.Puram (C.Pet),BTP119 - Minerva Circle,"RV Road, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_516,Bangalore University Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Bangalore University Road, Bangalore University, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_517,Bagaluru Main Road / Yelahanka Zone,Yelahanka,No Junction,"Bagaluru Main Road, Durgamba Layout, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_518,Kasthuri Nagar Main Road / Banaswadi Zone,Banaswadi,No Junction,"Kasthuri Nagar Main Road, Rakesh Fantasy Garden Doctors Layout, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_475,5th Main Road / Banaswadi Zone,Banaswadi,No Junction,"5th Main Road, Sena Vihar, Kammanahalli, Bengaluru, Karnataka. Pin-560084 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_520,TC Palya Main Road / Banaswadi Zone,Banaswadi,No Junction,"TC Palya Main Road, Kowdenahalli Extension, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_521,80 Feet Main Road / Banashankari Zone,Banashankari,No Junction,"80 Feet Main Road, Seetha Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_522,Bannerghatta Main Road / Dairy Circle Zone,Mico Layout,BTP126 - Dairy Circle,"Bannerghatta Main Road, IBC Knowledge Park, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_523,Dr APJ Abdul Kalam Marg / Banaswadi Zone,Banaswadi,No Junction,"Dr APJ Abdul Kalam Marg, Poojari Marappa Layout, Suddaguntepalya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_524,60 Feet Road / HAL Old Airport Zone,HAL Old Airport,No Junction,"60 Feet Road, Periwinkle Residency Block D, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_525,HMT Main Road / Jalahalli Zone,Jalahalli,No Junction,"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_526,Sarjapur Marathahalli Road / Adugodi Zone,Adugodi,No Junction,"Sarjapur Marathahalli Road, Krupanidhi College Junction, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_527,60 Feet Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"60 Feet Road, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_528,9th Cross Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"9th Cross Road, Annayappa Colony, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_185,Domlur Inner Ring Road / Domlur Water Tank Zone,Jeevanbheemanagar,BTP146 - Domlur Water Tank,"Domlur Inner Ring Road, West Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_186,Bannerghatta Main Road / Hulimavu Zone,Hulimavu,No Junction,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_188,Dr Vishnuvardhan Main Road / K.S. Layout Zone,K.S. Layout,No Junction,"Dr Vishnuvardhan Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_190,Haralur Road / HSR Layout Zone,HSR Layout,No Junction,"Haralur Road, Birla Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_192,Konanakunte Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_193,Banaswadi Main Road / Banaswadi Zone,Banaswadi,No Junction,"Banaswadi Main Road, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560033 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_194,Abbigere Main Road / Jalahalli Zone,Jalahalli,No Junction,"Abbigere Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_195,Amrutha College Road / Electronic City Zone,Electronic City,No Junction,"Amrutha College Road, Rayasandra Circle, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_196,Munninarasimha Road / Hennuru Zone,Hennuru,No Junction,"Munninarasimha Road, Prisha Orchids, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_197,2nd Main Road / Banaswadi Zone,Banaswadi,No Junction,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_198,Mumbai Bengaluru Highway / Chikkabanavara Zone,Chikkabanavara,No Junction,"Mumbai Bengaluru Highway, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_200,Industrial Park Road / Mahadevapura Zone,Mahadevapura,No Junction,"Industrial Park Road, RMZ NXT, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_201,Kengeri Main Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Kengeri Main Road, Bayamma Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_203,Kengeri Main Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"Kengeri Main Road, Rajarajeshwari Layout, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_204,4th Main Road / K.S. Layout Zone,K.S. Layout,No Junction,"4th Main Road, Subramanyapura, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560061, India",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_205,Kodichikkanahalli Main Road / Madiwala Zone,Madiwala,No Junction,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_206,60 Feet Road / Banashankari Zone,Banashankari,No Junction,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_207,Palace Road / Basaweshwara Circle (LH) Zone,High ground,BTP035 - Basaweshwara Circle (LH) Junction,"Palace Road, Prestige Trade Tower, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_208,Hesaraghatta Main Road / Chikkabanavara Zone,Chikkabanavara,No Junction,"Hesaraghatta Main Road, Havanoor Extension, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_210,"East End A Main Road / Sagar Hospital, Jayanagar Zone",Jayanagara,"BTP127 - Sagar Hospital, Jayanagar","East End A Main Road, SRK Garden, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_212,Hebbal Flyover / Kodigehalli Zone,Kodigehalli,No Junction,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_213,Thigalarapalya Main Road / Kamakshipalya Zone,Kamakshipalya,No Junction,"Thigalarapalya Main Road, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_214,SM Road / Jalahalli Zone,Jalahalli,No Junction,"SM Road, Sri Ayyappa Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_217,Varthur Main Road / Whitefield Zone,Whitefield,No Junction,"Varthur Main Road, Dr BR Ambedkar Circle, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_218,Canara Union Road / Malleshwaram Zone,Malleshwaram,No Junction,"Canara Union Road, Chitrapur Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_219,Haralur Road / Bellandur Zone,Bellandur,No Junction,"Haralur Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_220,27th Cross Road / HSR Layout Zone,HSR Layout,No Junction,"27th Cross Road, Ramachandra Reddy Layout, Mangammanapalya, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_222,Rose Garden Road / Delmia Circle Zone,J.P. Nagar,BTP222 - Delmia Circle,"Rose Garden Road, Kalyani Vista Phase 2, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_223,Westend Avenue / Hulimavu Zone,Hulimavu,No Junction,"Westend Avenue, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_145,"9th Main Road / 40th Cross, 4th Main, Jayanagar Zone",Jayanagara,"BTP191 - 40th Cross, 4th Main, Jayanagar","9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_147,Hosahalli Main Road / Chikkajala Zone,Chikkajala,No Junction,"Hosahalli Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_157,MBT Road / K.R. Pura Zone,K.R. Pura,No Junction,"MBT Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_159,Yelahanka New Town Main Road / Yelahanka Zone,Yelahanka,No Junction,"Yelahanka New Town Main Road, 1st Stage, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
