zone_id,zone_name,latitude,longitude,total_violations,parking_related_violations,hotspot_score,hotspot_band,top_police_station,top_location,dominant_time_bucket,dominant_hour,peak_share
ZONE_235,BTS Main Road / Siddapura Zone,12.950867449019608,77.59820754313725,51,51,24.08,Medium,Wilson Garden,"BTS Bus Depot Road, PWD Quarters, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",midday,11,0.3529
ZONE_230,50 Feet Main Road / Basavanagudi Zone,12.94167886934114,77.56224236689468,52,55,23.9,Medium,Basavanagudi,"50 Feet Main Road, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",midday,11,0.25
ZONE_203,Kengeri Main Road / Jnanabharathi Zone,12.938357001492538,77.49282817164179,67,69,23.88,Medium,Jnanabharathi,"Kengeri Main Road, Rajarajeshwari Layout, Nagadevanahalli, Bengaluru, Karnataka. Pin-560056 (India)",midday,11,0.1045
ZONE_254,MBT Road / K.G. Halli Zone,13.04193888837209,77.61355132325582,43,69,23.86,Medium,K.G. Halli,"MBT Road, Govind Pura, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",midday,12,0.4884
ZONE_181,Forest Region Road / Jalahalli Zone,13.068826031250001,77.53009701375,80,80,23.82,Medium,Jalahalli,"Forest Region Road, Vymac Circle, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",midday,12,0.025
ZONE_258,Old Airport Road / Jeevanbheemanagar Zone,12.9589247271465,77.66028655445295,42,72,23.72,Medium,Jeevanbheemanagar,"Old Airport Road, SNS Arcade, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)",morning_peak,7,0.4048
ZONE_241,Varthur Main Road / No Police Station Zone,12.883521343711392,77.7522898077941,49,83,23.47,Medium,No Police Station,"Varthur Main Road, Dommansandra Circle, Dommasandra Anekal Taluka, Bengaluru, Karnataka. Pin-562125 (India)",night,4,0.3673
ZONE_192,Konanakunte Main Road / Thalagattapura Zone,12.861967502739727,77.53001930958904,73,83,23.46,Medium,Thalagattapura,"Konanakunte Main Road, SS Vrudhi, VISL Layout, Thalaghattapura, Bengaluru, Karnataka. Pin-560109 (India)",midday,11,0.1096
ZONE_226,Kengeri Main Road / Kengeri Zone,12.914401690699059,77.48129398159737,55,65,23.35,Medium,Kengeri,"Kengeri Main Road, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",night,5,0.3091
ZONE_247,ORC Road / Lower Agram Road Zone,12.961635665217392,77.61526803260871,46,98,23.1,Medium,Ashok Nagar,"ORC Road, Karnataka Police Quarters, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",night,2,0.2174
ZONE_227,Bikasipura Main Road / K.S. Layout Zone,12.893938561111112,77.56792829444443,54,58,23.02,Medium,K.S. Layout,"Bikasipura Main Road, LMC Industrial Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",midday,11,0.2222
ZONE_256,Padmasri CK Venkata Ramaiah Road / Sadashivanagar Zone,13.035099818604648,77.56763446744185,43,50,23.01,Medium,Sadashivanagar,"Padmasri CK Venkata Ramaiah Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",midday,8,0.4884
ZONE_231,MBT Road / K.R. Pura Zone,13.026376003846154,77.72058755961538,52,53,22.96,Medium,K.R. Pura,"MBT Road, Kodandaram, Medahalli, Bengaluru, Karnataka. Pin-560049 (India)",midday,11,0.3654
ZONE_277,HMT Main Road / Jalahalli Zone,13.04893882857143,77.54766406285712,35,93,22.87,Medium,Jalahalli,"HMT Main Road, Muni Venkatappa Block, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",morning_peak,6,0.5714
ZONE_197,2nd Main Road / Banaswadi Zone,13.003515215492959,77.6627817605634,71,71,22.84,Medium,Banaswadi,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",night,4,0.1831
ZONE_253,Kengeri Magadi Road / Kengeri Zone,12.911467343359769,77.48037128508399,45,59,22.8,Medium,Kengeri,"Kengeri Magadi Road, Police Quarters, Stage 1, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",midday,11,0.4
ZONE_262,Hosur Road / Electronic City Zone,12.806284307499999,77.6984549725,40,114,22.57,Medium,Electronic City,"Hosur Road, Bangaranna Khanavali, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",morning_peak,5,0.475
ZONE_248,80 Feet Road / Hennuru Zone,13.068791867391312,77.62602062826089,46,52,22.32,Medium,Hennuru,"80 Feet Road, Corona Apartments, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",midday,13,0.3261
ZONE_252,1st Main Road / Peenya Zone,13.035724332592592,77.51417264962964,45,53,22.19,Medium,Peenya,"1st Main Road, Dynamtic Circle, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",morning_peak,6,0.7556
ZONE_208,Hesaraghatta Main Road / Chikkabanavara Zone,13.050427414516127,77.50775069516128,62,62,22.11,Medium,Chikkabanavara,"Hesaraghatta Main Road, Havanoor Extension, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)",midday,13,0.0645
ZONE_244,MBT Road / K.R. Pura Zone,13.019442450145226,77.70866767035078,47,48,22.08,Medium,K.R. Pura,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",midday,11,0.2128
ZONE_223,Westend Avenue / Hulimavu Zone,12.87601398,77.6166499290909,55,55,22.01,Medium,Hulimavu,"Westend Avenue, Akshaya Nagar, Nyanappanahalli, Devarachikannahalli, Bengaluru, Karnataka. Pin-560068 (India)",midday,12,0.1273
ZONE_214,SM Road / Jalahalli Zone,13.045957640799843,77.52229060707303,59,60,21.98,Medium,Jalahalli,"SM Road, Sri Ayyappa Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)",night,0,0.1017
ZONE_234,Pampa Mahakavi Road / National College Zone,12.948787264705883,77.57236841568628,51,55,21.95,Medium,V.V.Puram (C.Pet),"Pampa Mahakavi Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",night,3,0.1373
ZONE_212,Hebbal Flyover / Kodigehalli Zone,13.042998768143965,77.59051222165766,61,73,21.86,Medium,Kodigehalli,"Hebbal Flyover, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",night,11,0.0984
ZONE_246,Hennur Main Road / Hennuru Zone,13.063777449999998,77.65069499130435,46,51,21.84,Medium,Hennuru,"Hennur Main Road, Arge Helios, Sangam Enclave, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",midday,12,0.1739
ZONE_236,Bannerghatta Main Road / Gorappanapalya Zone,12.920696404000001,77.600482076,50,58,21.79,Medium,Mico Layout,"Guruppan Palya Main Road, Gurappanapalya Junction, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560029 (India)",midday,12,0.1
ZONE_215,Thanisandra Main Road / Hennuru Zone,13.050093038983052,77.6302395762712,59,59,21.72,Medium,Hennuru,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",midday,13,0.0678
ZONE_196,Munninarasimha Road / Hennuru Zone,13.083547812676057,77.63763120422537,71,94,21.71,Medium,Hennuru,"Munninarasimha Road, Prisha Orchids, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)",midday,13,0.0282
ZONE_233,Global City Tech Park Road / Kengeri Zone,12.917050117647063,77.50018557647059,51,52,21.69,Medium,Kengeri,"Global City Tech Park Road, Mylasandra Village, Mylasandara, Bengaluru, Karnataka. Pin-560059 (India)",midday,11,0.4902
ZONE_213,Thigalarapalya Main Road / Kamakshipalya Zone,13.014137711475412,77.4921550590164,61,62,21.53,Medium,Kamakshipalya,"Thigalarapalya Main Road, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",midday,11,0.1148
ZONE_272,Outer Ring Road / Mahadevapura Zone,12.975436686547638,77.6974382024677,37,66,21.5,Medium,Mahadevapura,"Outer Ring Road, Durga Petals, Doddanekundi, Bengaluru, Karnataka. Pin-560037 (India)",morning_peak,6,0.6216
ZONE_261,Siddavanahalli Krishna Sharma Road / Malleshwaram Zone,13.01166544390244,77.56900065121951,41,46,21.41,Medium,Malleshwaram,"Siddavanahalli Krishna Sharma Road, Sri Maramma Temple Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",night,4,0.3171
ZONE_237,Mumbai Bengaluru Highway / No Police Station Zone,13.058688920000002,77.46640605,50,53,21.34,Medium,No Police Station,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",midday,3,0.34
ZONE_275,Sarjapura Main Road / Whitefield Zone,12.901286508571427,77.70907216,35,42,21.33,Medium,Whitefield,"Sarjapura Main Road, East Park Residences, Hadosiddapura, Bengaluru, Karnataka. Pin-560035 (India)",morning_peak,6,0.4571
ZONE_219,Haralur Road / Bellandur Zone,12.901296389473686,77.66032499473684,57,58,21.33,Medium,Bellandur,"Haralur Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",midday,11,0.1053
ZONE_250,1st A Main Road / Yelahanka Zone,13.098281393478267,77.5846170978261,46,46,21.32,Medium,Yelahanka,"1st A Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",midday,11,0.1739
ZONE_281,HAL Airport Road / HAL Old Airport Zone,12.955801068936923,77.69280597473356,34,48,21.27,Medium,HAL Old Airport,"HAL Airport Road, Doddanekundi Circle, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",midday,11,0.4118
ZONE_259,HMT Main Road / Yeshwanthpura Zone,13.02285530487805,77.56295304878047,41,41,21.13,Medium,Yeshwanthpura,"HMT Main Road, Devanarapalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560054 (India)",morning_peak,6,0.6098
ZONE_144,Road Number 1 / Electronic City Zone,12.850930541379311,77.65745046896552,116,116,20.99,Medium,Electronic City,"Road Number 1, Salarpuria Infozone, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",midday,12,0.0
ZONE_255,JJR Main Road / Sirsi Circle Zone,12.96303793023256,77.55959308372093,43,56,20.91,Medium,Magadi Road,"JJR Main Road, Tippu Chowk, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",night,5,0.186
ZONE_232,Hosur Road / Electronic City Zone,12.835656334615386,77.67918780576923,52,100,20.89,Medium,Electronic City,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",night,2,0.0385
ZONE_266,Tannery Road / K.G. Halli Zone,13.00780127948718,77.6128809974359,39,45,20.8,Medium,K.G. Halli,"Tannery Road, AK Colony, Devarajeevana Halli, Bengaluru, Karnataka. Pin-560045 (India)",midday,8,0.3077
ZONE_273,5th Main Road / Kodigehalli Zone,13.038251511111111,77.56605204444446,36,40,20.74,Medium,Kodigehalli,"5th Main Road, Devasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)",midday,11,0.3889
ZONE_177,Madiwala Market Street / Madiwala Traffic PS Zone,12.922539332422602,77.62259368795922,83,85,20.61,Medium,Madiwala,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",night,0,0.0
ZONE_263,Konanakunte Main Road / K.S. Layout Zone,12.89729527762375,77.5712217365369,40,44,20.6,Medium,K.S. Layout,"Konanakunte Main Road, Narasamma Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",night,2,0.225
ZONE_257,RV Road / RV Teachers College Zone,12.945168832558137,77.57996720232558,43,43,20.39,Medium,Basavanagudi,"RV Road, Teachers College Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",midday,4,0.2791
ZONE_243,Doddaballapur Main Road / Yelahanka Zone,13.1165669106383,77.57807119574468,47,52,20.26,Medium,Yelahanka,"Doddaballapur Main Road, Nagarjuna Meadows, Anantapura, Bengaluru, Karnataka. Pin-560064 (India)",night,3,0.0851
ZONE_295,Sri Annapoorneshwari Temple Road / Jnanabharathi Zone,12.97968254516129,77.51086141935487,31,65,20.21,Medium,Jnanabharathi,"Sri Annapoorneshwari Temple Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",midday,10,0.5806
ZONE_221,Magadi Main Road / Kamakshipalya Zone,12.985452838769694,77.47982647625,56,58,19.99,Medium,Kamakshipalya,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)",midday,11,0.0357
ZONE_267,Harris Road / R.T. Nagar Zone,12.998129413157894,77.60562266052631,38,38,19.88,Medium,R.T. Nagar,"Harris Road, Byadarahalli, Benson Town, Bengaluru, Karnataka. Pin-560046 (India)",night,5,0.3684
ZONE_270,4th Main Road / Kodigehalli Zone,13.067671724324324,77.58038707027029,37,44,19.85,Medium,Kodigehalli,"4th Main Road, Sri Ammembal Subbarao Pai Nagara, Sahakara Nagar, Bengaluru, Karnataka. Pin-560097 (India)",midday,12,0.2432
ZONE_283,4th Main Road / Banaswadi Zone,12.994968087878789,77.6540693090909,33,62,19.81,Medium,Banaswadi,"4th Main Road, High Court Staff Quarters Complex, Benaiganahalli, Bengaluru, Karnataka. Pin-560038 (India)",morning_peak,6,0.9091
ZONE_260,Whitefield Main Road / Mahadevapura Zone,13.009039814634146,77.75885258536586,41,41,19.63,Medium,Mahadevapura,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",morning_peak,7,0.4878
ZONE_284,1st Main Road / Whitefield Zone,12.97933823939394,77.75134315757576,33,37,19.6,Medium,Whitefield,"1st Main Road, Happy Valley, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",night,8,0.4242
ZONE_288,Chunchaghatta Main Road / Thalagattapura Zone,12.892228190625,77.57208904999999,32,35,19.55,Medium,Thalagattapura,"Chunchaghatta Main Road, Kuvempu Circle, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",midday,13,0.25
ZONE_287,100 Feet Road / Yeshwanthpura Zone,13.02110255625,77.528462209375,32,32,19.39,Medium,Yeshwanthpura,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)",midday,10,0.5
ZONE_316,Mahadevapura Flyover / Mahadevapura Zone,12.990937365883951,77.68767018491323,28,47,19.34,Medium,Mahadevapura,"Mahadevapura Flyover, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",morning_peak,6,0.8571
ZONE_271,5th Main Road / R.T. Nagar Zone,13.02472117027027,77.59029875675675,37,37,19.25,Medium,R.T. Nagar,"5th Main Road, Pillappa Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",midday,12,0.1622
ZONE_294,Dr Ambedkar Medical College Road / K.G. Halli Zone,13.020695370967742,77.61357114193548,31,31,19.21,Medium,K.G. Halli,"Dr Ambedkar Medical College Road, Sowkar Nagar, Kadugondanahalli, Bengaluru, Karnataka. Pin-560045 (India)",morning_peak,6,0.6452
ZONE_296,5th Main Road / Sheshadripuram Zone,12.98378609032258,77.56807416774194,31,34,19.11,Medium,Sheshadripuram,"5th Main Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",night,3,0.2903
ZONE_249,Shankara Nagar Main Road / Rajajinagar Zone,13.015500715217392,77.54408123043478,46,46,19.09,Medium,Rajajinagar,"Shankara Nagar Main Road, Railway House BDG Society, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",night,3,0.0435
ZONE_297,Yemalur Road / HAL Old Airport Zone,12.950108154838707,77.6897336967742,31,35,18.98,Medium,HAL Old Airport,"Yemalur Road, Divyasree Technopolis, 77 Town Centre, Yemlur, Bengaluru, Karnataka. Pin-560037 (India)",morning_peak,6,0.6129
ZONE_242,Jalahalli Main Road / Jalahalli Zone,13.045641093750001,77.54857411875001,48,130,18.85,Medium,Jalahalli,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",midday,11,0.0
ZONE_279,Mumbai Bengaluru Highway / No Police Station Zone,13.057325299999999,77.47279450285714,35,39,18.73,Medium,No Police Station,"Mumbai Bengaluru Highway, Madavara, Bengaluru, Karnataka. Pin-560073 (India)",midday,12,0.1429
ZONE_325,Sri Mahasharana Madivala Machideva Flyover / Madiwala Traffic PS Zone,12.917586507407407,77.6227787111111,27,28,18.67,Medium,Madiwala,"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",midday,7,0.5185
ZONE_299,Wind Tunnel Road / Jeevanbheemanagar Zone,12.956668863579223,77.65363914227972,30,42,18.67,Medium,Jeevanbheemanagar,"Wind Tunnel Road, Rifco Santhosh Apartment, Cauvery Nagar, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",midday,11,0.3667
ZONE_293,80 Feet Road / Hennuru Zone,13.068121800000004,77.62942264193548,31,50,18.65,Medium,Hennuru,"80 Feet Road, Shirdi Sai Rathan Layout, Hegde Nagar, Bengaluru, Karnataka. Pin-560077 (India)",night,4,0.3871
ZONE_290,"40th Cross Road / 40th Cross, 4th Main, Jayanagar Zone",12.919940168750001,77.58076881562499,32,34,18.61,Medium,Jayanagara,"40th Cross Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",night,3,0.375
ZONE_315,15th Main Road / Rajajinagar Zone,13.01315057142857,77.53469619642858,28,34,18.59,Medium,Rajajinagar,"15th Main Road, Syndicate Bank Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",midday,11,0.25
ZONE_309,"Dr Rajkumar Puniya Bhoomi Road / 15th Cross, 33rd Main, JP Nagar Zone",12.9063283,77.58138778214285,28,28,18.59,Medium,J.P. Nagar,"Dr Rajkumar Puniya Bhoomi Road, Learning to Fly, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",morning_peak,7,0.5714
ZONE_286,Kaggadaspura Main Road / Banaswadi Zone,12.98352598125,77.679850021875,32,64,18.59,Medium,Banaswadi,"Kaggadaspura Main Road, Jagadaapura, Kaggadasapura, Bengaluru, Karnataka. Pin-560093 (India)",night,3,0.125
ZONE_268,Nandanavana G Street / Halasur Zone,12.971572226315788,77.62999675263157,38,119,18.58,Medium,Halasur,"Nandanavana G Street, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",midday,12,0.0
ZONE_289,Anjanapura Main Road / Thalagattapura Zone,12.883303375,77.54888608124999,32,34,18.53,Medium,Thalagattapura,"Anjanapura Main Road, Nadaprabhu Kempegowda Circle, Raghuvanahalli, Bengaluru, Karnataka. Pin-560062 (India)",midday,10,0.5938
ZONE_251,10th Cross Road / Jayanagara Zone,12.931521104347825,77.59255009565219,46,46,18.5,Medium,Jayanagara,"10th Cross Road, LIC Colony Junction, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",midday,13,0.1739
ZONE_274,Yelahanka Road / Yelahanka Zone,13.097972408333332,77.56755236666666,36,36,18.5,Medium,Yelahanka,"Yelahanka Road, Sai Ram Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",night,4,0.1389
ZONE_264,Whitefield Main Road / Mahadevapura Zone,13.0150854,77.76148101,40,40,18.48,Medium,Mahadevapura,"Chikka Banahalli Road, Alpine Viva, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",night,3,0.05
ZONE_343,Whitefield Main Road / Whitefield Zone,12.97638314090909,77.75118025000002,22,44,18.17,Medium,Whitefield,"Whitefield Main Road, Prestige White Meadows, Sathya Sai Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",morning_peak,8,0.8636
ZONE_338,2nd Main Road / Bellandur Zone,12.926411260869562,77.66977228260869,23,23,18.16,Medium,Bellandur,"2nd Main Road, Sobha Mayflower Apartment, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",midday,10,1.0
ZONE_228,Andhrahalli Main Road / Kamakshipalya Zone,12.99946658518518,77.48873818333334,54,55,18.11,Medium,Kamakshipalya,"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)",midday,11,0.0185
ZONE_344,1st A Cross Road / Electronic City Zone,12.823096345454546,77.68557305454546,22,39,18.04,Medium,Electronic City,"1st A Cross Road, Vidyanagar, Bommasandra, Bengaluru, Karnataka. Pin-560099 (India)",morning_peak,7,0.8636
ZONE_265,Mumbai Bengaluru Highway / No Police Station Zone,13.060786964102565,77.46124334102562,39,43,17.85,Medium,No Police Station,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",night,5,0.1026
ZONE_365,2nd Main Road / Sirsi Circle Zone,12.959209854999997,77.55846067999998,20,39,17.83,Medium,Chamarajpet,"2nd Main Road, Vijaynagar Layout, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",morning_peak,8,0.75
ZONE_280,Kasturba Road / Siddalingaiah Circle Zone,12.974588505882352,77.59667620294117,34,36,17.81,Medium,Cubbon Park,"Kasturba Road, Casa Lavelle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",night,3,0.2059
ZONE_324,5th Main Road / Sheshadripuram Zone,12.987322000000002,77.56789349259259,27,28,17.73,Medium,Sheshadripuram,"5th Main Road, Sunrise Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",midday,8,0.6296
ZONE_312,Bannerghatta Main Road / Mico Bande Zone,12.944594010714287,77.60280221785715,28,31,17.71,Medium,Adugodi,"Bannerghatta Main Road, Mythreyi Naimisha, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",midday,5,0.4286
ZONE_278,Vidyaranyapura Main Road / Yelahanka Zone,13.079309397142856,77.55909916000002,35,35,17.63,Medium,Yelahanka,"Vidyaranyapura Main Road, Block 4, HMT Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",night,3,0.2
ZONE_311,Yelahanka Road / Yelahanka Zone,13.098524557142857,77.57362168214286,28,28,17.58,Medium,Yelahanka,"Yelahanka Road, Mandalkunte Village, Bengaluru, Karnataka. Pin-560064 (India)",midday,8,0.6429
ZONE_320,"13th Cross Road / KR Road Junction, Near JSS Zone",12.923588299999999,77.57524137407407,27,32,17.54,Medium,Banashankari,"13th Cross Road, Jagathguru Shri Sivaratripura Circle, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",night,2,0.2963
ZONE_305,Hosur Road / Anepalya Zone,12.949512641379311,77.60581953103448,29,31,17.41,Medium,Adugodi,"Hosur Road, Pothlappa Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",night,1,0.2414
ZONE_282,Sri Kumaraswamy Temple Road / Banashankari Zone,12.942307411764704,77.54839280588236,34,56,17.21,Medium,Banashankari,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",midday,13,0.0588
ZONE_298,Kempegowda International Airport Road / Devanahalli Airport Zone,13.198704626666665,77.67968047,30,30,17.12,Medium,Devanahalli Airport,"Kempegowda International Airport Road, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",midday,11,0.2667
ZONE_336,Jogupalaya Main Road / Halasur Zone,12.972194591304351,77.63134075652174,23,66,17.09,Medium,Halasur,"Jogupalaya Main Road, Doddaiah Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",midday,11,0.1304
ZONE_359,Hesaraghatta Main Road / Chikkabanavara Zone,13.059908504281784,77.50678627804226,21,28,17.03,Medium,Chikkabanavara,"Hesaraghatta Main Road, Janapriya Heights Apartment, Mallasandra, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",midday,10,0.619
ZONE_303,Watch Factory Road / Jalahalli Zone,13.037399520689654,77.53538948620691,29,30,16.98,Medium,Jalahalli,"Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",morning_peak,9,0.6552
ZONE_319,Rajgopal Nagar Main Road / Peenya Zone,13.025385439506174,77.52031411604938,27,29,16.97,Medium,Peenya,"Rajgopal Nagar Main Road, SBM Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",night,2,0.2222
ZONE_314,"Patalamma Gudi Road / 9th Cross, 4th Main, Jayanagar Zone",12.938768524999999,77.57837833214285,28,28,16.97,Medium,Basavanagudi,"Patalamma Gudi Road, Krest Park Apartment, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",night,5,0.3571
ZONE_301,Gear School Road / Bellandur Zone,12.915535541379311,77.69870208965519,29,30,16.92,Medium,Bellandur,"Gear School Road, AET Junction, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",midday,12,0.3448
ZONE_310,"1st Cross Road / Blood Bank Circle, KH Road Zone",12.962008110714285,77.59394314285716,28,31,16.89,Medium,Halasuru Gate,"1st Cross Road, Srinivasa Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",night,3,0.1429
ZONE_323,Neelasandra Road / Ashok Nagar Zone,12.952626044444447,77.61969437407407,27,30,16.86,Medium,Ashok Nagar,"Neelasandra Road, Samastha Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",morning_peak,6,0.5556
ZONE_334,Hosur Road / Dairy Circle Zone,12.938023095833335,77.59869678333332,24,24,16.85,Medium,Wilson Garden,"Hosur Road, Hombegowda Nagar, Bengaluru, Karnataka. Pin-560029 (India)",night,3,0.375
ZONE_327,4th A Cross Road / Jnanabharathi Zone,12.97441772692308,77.51321745000001,26,28,16.7,Medium,Jnanabharathi,"4th A Cross Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",midday,3,0.3077
ZONE_370,4th Main Road / Jeevanbheemanagar Zone,12.971728015726143,77.64957470566615,19,33,16.61,Medium,Jeevanbheemanagar,"4th Main Road, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",morning_peak,7,0.7368
ZONE_222,Rose Garden Road / Delmia Circle Zone,12.901474275,77.59380956964286,56,57,16.6,Medium,J.P. Nagar,"Rose Garden Road, Kalyani Vista Phase 2, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",night,3,0.0
ZONE_333,5th A Cross Road / Banaswadi Zone,13.023895173614662,77.64344290969946,24,27,16.46,Medium,Banaswadi,"5th A Cross Road, HRBR Layout Extension, Kalyan Nagar, Bengaluru, Karnataka. Pin-560043 (India)",midday,9,0.5417
ZONE_276,Ejipura Main Road / Ashok Nagar Zone,12.948439345714288,77.62764461428573,35,39,16.44,Medium,Ashok Nagar,"Ejipura Main Road, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",night,4,0.1143
ZONE_307,Airport City Avenue / Devanahalli Airport Zone,13.196400272413792,77.70562986206896,29,29,16.37,Medium,Devanahalli Airport,"Airport City Avenue, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",midday,11,0.2069
ZONE_300,Hewlett Packard Avenue / Electronic City Zone,12.854322680000001,77.66211304999999,30,30,16.26,Medium,Electronic City,"Hewlett Packard Avenue, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",midday,10,0.5667
ZONE_335,Hosur Road / Electronic City Zone,12.827370608333334,77.68220315416666,24,65,16.25,Medium,Electronic City,"Hosur Road, Hebbagodi, Bengaluru, Karnataka. Pin-560099 (India)",night,3,0.0833
